name,website,place_id,city,state,status,phones,emails,services,raw_services,service_areas,trust_signals,socials,has_photo_gallery,has_contact_form,title,meta_description
Experience Concrete Design,http://www.experienceconcrete.com/,ChIJq89wUESUuokRAEW4XP0TEV8,Virginia Beach,VA,ok,(757) 819-8915,experienceconcrete@gmail.com,concrete_repair; pool_deck,,,"{""licensed"": true, ""insured"": true, ""warranty"": false, ""family_owned"": false, ""free_estimates"": true, ""financing"": false, ""years_in_business"": 15}","{""facebook"": ""https://www.facebook.com/ExperienceConcreteDesign""}",True,True,HOME | experienceconcrete,
Best Concrete,https://bestconcretepatios.com/,ChIJy5Oh24eXuokRcXbcnZpydrc,Virginia Beach,VA,ok,(757) 298-2922; (757) 298-9922,info@bestconcretepatios.com; bestconcretehr@gmail.com,,,"Northampton Blvd Norfolk, VA; Virginia Beach, VA","{""licensed"": true, ""insured"": true, ""warranty"": false, ""family_owned"": false, ""free_estimates"": true, ""financing"": false, ""years_in_business"": null}","{""facebook"": ""https://www.facebook.com/bestconcretehr/""}",False,True,Home -,"Concrete patios, many finishes / colors to choose from. To us cement work is an art. We expect our finish work to reflect that. 757-298-9922"
M E Concrete,https://meconcrete.us/,ChIJPU8s5PAAK2cRYDzytuyeOw8,Virginia Beach,VA,unreachable,,,,,,{},{},False,False,,
Tailored Concrete Coatings,http://www.tailoredconcretecoatings.com/,ChIJucf9t6fntYkRFIdo_gaXVbg,Virginia Beach,VA,ok,(540) 660-3906,,concrete_polish; epoxy_flake,Concrete Grinding & Repair; Concrete Polishing; DECORATIVE CONCRETE CONTRACTOR | TAILORED CONCRETE COATINGS; EPOXY FLAKE; Epoxy & Polyurethane Options; FLOORING APPLICATIONS; POLISHED CONCRETE; POLYURETHANE FLOORING; RESINOUS FLOORING,"Front Royal, VA; Leesburg, VA; Reston, VA; Service Area Centereville, VA; Warrenton, VA","{""licensed"": false, ""insured"": false, ""warranty"": false, ""family_owned"": false, ""free_estimates"": true, ""financing"": false, ""years_in_business"": null}","{""facebook"": ""https://www.facebook.com/tailoredconcretecoatings/""}",False,True,Tailored Concrete Coatings | Decorative Concrete and Epoxy Flooring,"Tailored Concrete Coatings delivers durable, custom epoxy and decorative concrete solutions for residential, commercial, and industrial spaces."
Eastcoat Concrete Coatings & Rehab,http://www.eastcoat.com/,ChIJGf1My046sYkRo3ox5-lR--c,Virginia Beach,VA,ok,(804) 489-6262,,concrete_stain; metallic_epoxy; pool_deck; residential,Concrete Staining & Sealing; EASTCOAT ConcreteCoatings & Rehab; Epoxy Chip Systems; Epoxy Floor Coatings; Exterior Concrete Resurfacing; Industrial Epoxy Solution; Virginia's Premier Choice for Concrete Services,,"{""licensed"": false, ""insured"": false, ""warranty"": true, ""family_owned"": false, ""free_estimates"": true, ""financing"": false, ""years_in_business"": null}","{""facebook"": ""https://www.facebook.com/EastcoatLLC""}",False,False,EASTCOAT Concrete Coating & Rehab,
Integrity Concrete Coatings,https://integrityconcretecoatingsllc.com/,ChIJDdkGsd9NsokRxXbfYgsyk8U,Virginia Beach,VA,unreachable,,,,,,{},{},False,False,,
"Blue Coast Concrete, LLC",https://bluecoastconcrete.com/,ChIJefJImiHruokRiJSWyQygX-I,Virginia Beach,VA,ok,,,,"Blue Coast 
Concrete, LLC; Concrete foundations; OfferingConcrete Solutions for Any Construction Project","Virginia Beach, VA","{""licensed"": true, ""insured"": true, ""warranty"": false, ""family_owned"": true, ""free_estimates"": false, ""financing"": false, ""years_in_business"": null}",{},False,False,HOME | Blue Coast Concrete,Blue Coast Concrete is a family owned concrete & pool installation company serving all of Hampton Roads and Northeast North Carolina.
Polished Concrete Solution,,ChIJF85e3fPruokRM6SQbcvWhBo,Virginia Beach,VA,no_website,,,,,,{},{},False,False,,
"C4 Concrete Technologies, LLC",,ChIJs__oaK3BuokRjt4gRih7AKg,Virginia Beach,VA,no_website,,,,,,{},{},False,False,,
"AHV Contractor, LLC",https://www.ahvcontractorllc.com/,ChIJQZ0XGEyVuokRkW614WNV3kA,Virginia Beach,VA,ok,(757) 302-1533,,concrete_stain; countertops; pool_deck,Commercial Concrete Driveways; Commercial Concrete Foundations; Commercial Concrete Services; Commercial Concrete Slabs; Commercial Decorative Concrete; Commercial Stamped Concrete; Concrete Calculator; Concrete Delivery; Concrete Driveways; Concrete Foundations; Concrete Patios; Concrete Pool Areas; Concrete Services; Concrete Slabs; Concrete Supply; Decorative Concrete; Flooring & Carpet; Residential Concrete Services; Stamped Concrete,"Chesapeake and Hampton Roads, VA; Company in Virginia Beach, VA; Concrete Company Virginia Beach, VA; Estimate Serving Virginia Beach, VA; Hampton Roads, VA; Services in Virginia Beach, VA; Surrounding Hampton Roads, VA; Virginia Beach, VA","{""licensed"": true, ""insured"": true, ""warranty"": true, ""family_owned"": true, ""free_estimates"": true, ""financing"": true, ""years_in_business"": 15}","{""facebook"": ""https://facebook.com/ahvcontractorllc"", ""instagram"": ""https://instagram.com/ahvcontractor"", ""youtube"": ""https://www.youtube.com/channel/UCH_JLI1Qmlvl-AqmkqJYn0Q""}",False,True,"Concrete Company Virginia Beach, VA | AHV Contractor, LLC","AHV Contractor, LLC offers quality concrete solutions as the top concrete company in Virginia Beach, VA and the surrounding areas. Call us today."
Sundek of Tidewater,https://www.sundekoftidewater.com/,ChIJye90bFKFuokR4BPxAY43K3Q,Virginia Beach,VA,ok,(720) 434-9335; (877) 434-9335,,concrete_repair; concrete_stain; polyaspartic; pool_deck; residential,"Commercial Concrete Repair & Resurfacing; Commercial Floors & Garage Floors; Concrete Floor Resurfacing & Repair; Concrete Floors; Concrete Restoration & Repair; Concrete Resurfacing & Overlays; Concrete Sealers; Concrete Stains & Coloring; Garage Floors; Industrial Floors; Patio Resurfacing with Concrete Coatings; Pool Deck Resurfacing, Coatings & Repair; The Trusted Name in Decorative Concrete Solutions; We Make Your Old Concrete New Again","Florence Y. Virginia Beach, VA; Loretta Horn M. Vienna, VA; Steve Michaels Chantilly, VA","{""licensed"": false, ""insured"": false, ""warranty"": true, ""family_owned"": false, ""free_estimates"": false, ""financing"": false, ""years_in_business"": 50}",{},True,True,Sundek Of Tidewater – We Make Your Concrete New Again,
Commonwealth Epoxy Coating Inc,http://www.commonwealthepoxy.com/,ChIJ3-0CMpN4sIkR_5xfEjQEXoQ,Virginia Beach,VA,ok,(757) 223-4209; (757) 223-4215,,commercial; concrete_polish; concrete_repair; concrete_stain,,,"{""licensed"": false, ""insured"": false, ""warranty"": false, ""family_owned"": false, ""free_estimates"": false, ""financing"": false, ""years_in_business"": 25}",{},True,True,"Proven Solutions Through Knowledge and Experience | Commonwealth Epoxy Coatings, Inc.",
"Virginia Foundation Solutions, Inc.",https://vfsworks.com/?utm_campaign=Google+Business+Profile+Virginia+Beach,ChIJL2ZfMB7AuokR4fOzKlsjKEA,Virginia Beach,VA,unreachable,,,,,,{},{},False,False,,
CE Construction,,ChIJbeKGdhTruokR-HMoJF6aYg0,Virginia Beach,VA,no_website,,,,,,{},{},False,False,,
Bordeaux's Custom Coating,http://www.bccoating.com/,ChIJV0jtSFeUuokRmGnkoiF19gY,Virginia Beach,VA,ok,(757) 313-2997; (757) 460-8300,bccoating@gmail.com,concrete_repair; countertops; pool_deck,Concrete Coating; Epoxy Concrete CoatingRUBAROC ConcretePolymerFusion; RUBAROC Concrete; Tub/Shower CoatingTub/Tile RestorationFAQ,"A Haygood Rd Virginia Beach, VA","{""licensed"": false, ""insured"": false, ""warranty"": false, ""family_owned"": false, ""free_estimates"": false, ""financing"": false, ""years_in_business"": 19}",{},True,True,Bordeaux's Custom Coating,
United Floor Coatings,https://www.unitedfloorcoatings.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp,ChIJtZtWPJqfVogRQwH7V_mKEGs,Charlotte,NC,ok,(704) 659-6985; (866) 798-2655; (919) 246-8785,,commercial; concrete_polish; concrete_repair; epoxy_flake; epoxy_solid; polyaspartic; polyurea; pool_deck; residential,5S Coatings & Markings; Acid Resistant Flooring; Basements Floor Coatings; ESD Flooring; Epoxy Floor Coatings; Garage Floor Coatings; Industrial Floor Resurfacing; Patios Coatings; Polished Concrete; Polyaspartic Garage Floors; Polyurea Garage Floors,"Albemarle, NC; Charlotte, NC; D Stuart Andrew Blvd. Charlotte, NC; Epoxy Garage Floors Belmont, NC; Epoxy Garage Floors Cherryville, NC; Epoxy Garage Floors China Grove, NC; Epoxy Garage Floors Concord, NC; Epoxy Garage Floors Conover, NC; Epoxy Garage Floors Cornelius, NC; Epoxy Garage Floors Cramerton, NC; Epoxy Garage Floors Dallas, NC; Epoxy Garage Floors Davidson, NC; Epoxy Garage Floors Denver, NC; Epoxy Garage Floors Fort Mill, SC; Epoxy Garage Floors Gastonia, NC; Epoxy Garage Floors Harrisburg, NC; Epoxy Garage Floors Hickory, NC; Epoxy Garage Floors Indian Land, SC; Epoxy Garage Floors Kannapolis, NC; Epoxy Garage Floors Landis, NC; Epoxy Garage Floors Lincolnton, NC; Epoxy Garage Floors Locust, NC; Epoxy Garage Floors Lowell, NC; Epoxy Garage Floors Maiden, NC; Epoxy Garage Floors Matthews, NC; Epoxy Garage Floors Monroe, NC; Epoxy Garage Floors Mooresville, NC; Epoxy Garage Floors Mount Holly, NC; Epoxy Garage Floors Newton, NC; Epoxy Garage Floors Rock Hill, SC; Epoxy Garage Floors Salisbury, NC; Epoxy Garage Floors Shelby, NC; Epoxy Garage Floors Statesville, NC; Epoxy Garage Floors Waxhaw, NC; Epoxy Garage Floors Weddington, NC; Epoxy Garage Floors York, SC; Garage Floors Bessemer City, NC; Garage Floors Huntersville, NC; Garage Floors Indian Trail, NC; Garage Floors Kings Mountain, NC","{""licensed"": false, ""insured"": false, ""warranty"": true, ""family_owned"": false, ""free_estimates"": true, ""financing"": false, ""years_in_business"": 30}","{""instagram"": ""https://www.instagram.com/unitedfloorcoatings"", ""facebook"": ""https://www.facebook.com/UnitedFloorCoatings"", ""linkedin"": ""https://www.linkedin.com/company/united-floor-coatings""}",True,True,Epoxy Garage Floors Charlotte | Garage Floor Coatings Charlotte,Protect and beautify your garage  floors and concrete surfaces with epoxy garage floors and polyaspartic floor coatings by United Floor Coatings. Free estimates - 704-659-6985.
The Epoxy Floor Company,http://theepoxyfloorcompany.com/,ChIJm-lkenmfVogRWdIBm53gLKU,Charlotte,NC,ok,(888) 777-0841; (704) 999-5925,info@theepoxyfloorcompany.com,epoxy_solid; metallic_epoxy; residential,Contact Epoxy Floors Charlotte North Carolina; Floor Prep; Info@TheEpoxyFloorCompany.com; ServicesCommercial & IndustrialResidentialFloor Prep; info@theepoxyfloorcompany.com,"Charlotte, NC; Denver, NC; Mooresville, NC","{""licensed"": false, ""insured"": false, ""warranty"": false, ""family_owned"": false, ""free_estimates"": false, ""financing"": false, ""years_in_business"": null}","{""facebook"": ""https://www.facebook.com/TheEpoxyFloorCompany/"", ""instagram"": ""https://www.instagram.com/theepoxyfloorcompanyllc/""}",False,True,Charlotte North Carolina Epoxy Floors – The Epoxy Floor Company - The Epoxy Floor Company,"STRONG AND BEAUTIFUL COATINGS We Create Exceptional Residential and Commercial Floors 
CONTACT US SEE OUR WORK     
We service Charlotte, North Carolina and surrounding areas.    
Whether you are looking for strength, beauty or both, we can provide the best coating to fit the needs and"
V&V Epoxy Solutions LLC,https://vvepoxysolution.com/?utm_source=omg-gbp&utm_medium=webclick,ChIJlYEIPdU7VIgR67AtRwlVleg,Charlotte,NC,ok,(980) 304-8722,,commercial; metallic_epoxy; residential,,"Monroe, NC","{""licensed"": true, ""insured"": true, ""warranty"": true, ""family_owned"": true, ""free_estimates"": true, ""financing"": false, ""years_in_business"": null}","{""facebook"": ""https://www.facebook.com/vvepoxysolution?locale=bg_BG""}",False,True,Epoxy Floors Done Right in Charlotte and the Surrounding Areas,"Your home or commercial property can be made more beautiful, durable, and functional with the help of our team of trained professionals"
Garage Force of Greater Charlotte,https://greatercharlotte.garageforce.com/,ChIJJZ00TzmDVogRhNwb4vVZ_Bw,Charlotte,NC,ok,(704) 289-5999,,concrete_stain; polyurea; pool_deck; residential,Floor Coating Systems; Our Floor Coating,"Charlotte, NC; Matthews Mint Hill Rd. Matthews, NC","{""licensed"": false, ""insured"": false, ""warranty"": true, ""family_owned"": true, ""free_estimates"": true, ""financing"": false, ""years_in_business"": 40}","{""facebook"": ""https://www.facebook.com/GarageForceGreaterCharlotte"", ""instagram"": ""https://www.instagram.com/garageforcecharlotte/""}",False,True,Welcome to Garage Force of Greater Charlotte | Concrete Coating Solutions,Garage Force offers the finest concrete coating solutions for your Greater Charlotte Area garage and other flooring. Our systems are 20 times stronger than epoxy! Call today and receive your free estimate!
Titan Garage Floors Inc,https://titangaragefloors.com/?utm_campaign=GoogleLocalListing&utm_medium=organic&utm_source=google,ChIJV4pSZoxTq4kR6UnzYHIRsYw,Charlotte,NC,ok,(910) 852-9266,titangaragefloors@gmail.com,commercial; epoxy_flake; epoxy_solid; polyaspartic; polyurea; residential,Clear Epoxy Flooring; Commercial Floors; Epoxy Flake Flooring; Garage Flooring,"Concord, NC; Cornelius, NC; Denver, NC; Eaglewood Ave Charlotte, NC; FAQ Service Areas Charlotte, NC; Fort Mill, SC; Gastonia, NC; Harrisburg, NC; Huntersville, NC; Indian Trail, NC; Kannapolis, NC; Lake Norman, NC; Locust, NC; Matthews, NC; Mint Hill, NC; Monroe, NC; Mooresville, NC; Mount Holly, NC; Pineville, NC; Rock Hill, SC; Salisbury, NC; Stallings, NC; Waxhaw, NC; Weddington, NC; York, SC","{""licensed"": false, ""insured"": false, ""warranty"": true, ""family_owned"": true, ""free_estimates"": true, ""financing"": false, ""years_in_business"": 15}","{""facebook"": ""https://www.facebook.com/titangaragefloors"", ""instagram"": ""https://www.instagram.com/titangaragefloors"", ""linkedin"": ""https://www.linkedin.com/in/brent-strickland"", ""x"": ""https://twitter.com/titan_epoxy""}",True,False,Epoxy Garage Flooring Charlotte | Titan Garage Floors,"Titan Garage Floors provides durable epoxy floor coatings in Charlotte, NC and surrounding areas. Quality results you can rely on for years."
Dogwood Epoxy,https://dogwoodepoxy.com/,ChIJmdqfI_cxVIgRYeOE3B_AeiI,Charlotte,NC,ok,(704) 259-4495; (704) 254-4254; (980) 440-2464,connect@witgroup.info,commercial; pool_deck; residential,Commercial Epoxy; Commercial Epoxy Flooring; Deck Epoxy; Dogwood Epoxy Installation Gallery; Garage Epoxy; Garage Floor Epoxy; Patio Epoxy; Patio Epoxy Flooring; Porch Epoxy; Porch Epoxy Flooring; Showroom Floor Epoxy,"Areas Epoxy Flooring Ballantyne, NC; Ballantyne, NC; Charlotte, NC; Cody resides in Monroe, NC; Epoxy Flooring Charlotte, NC; Epoxy Flooring Concord, NC; Epoxy Flooring Cornelius, NC; Epoxy Flooring Fort Mill, SC; Epoxy Flooring Huntersville, NC; Epoxy Flooring Lake Norman, NC; Epoxy Flooring Matthews, NC; Epoxy Flooring Monroe, NC; Epoxy Flooring Waxhaw, NC; Serving the Greater Charlotte, NC","{""licensed"": false, ""insured"": false, ""warranty"": true, ""family_owned"": false, ""free_estimates"": true, ""financing"": false, ""years_in_business"": 10}","{""facebook"": ""https://www.facebook.com/dogwoodepoxy/"", ""instagram"": ""https://www.instagram.com/dogwoodepoxy/""}",True,True,Epoxy Flooring Installation Services | Dogwood Epoxy,"Charlotte's #1-rated epoxy flooring company. 100+ five-star reviews, lifetime warranty, free estimates. Garages, basements, showrooms & outdoor living spaces."
EZ Epoxy Flooring and Power Washing,http://ezepoxyflooringandpower.com/,ChIJa_hk4v9iq6gR4BbDZ0aFsjo,Charlotte,NC,ok,(704) 516-6154,,concrete_stain,Epoxy Flooring; Our PortfolioEpoxy FlooringPower WashingStained Concrete; Our ServicesEpoxy FlooringPower Washing; Stained Concrete,,"{""licensed"": false, ""insured"": false, ""warranty"": true, ""family_owned"": false, ""free_estimates"": false, ""financing"": false, ""years_in_business"": 10}","{""facebook"": ""https://www.facebook.com/EZepoxyflooringandpower/"", ""instagram"": ""https://www.instagram.com/ezepoxyandpower/?hl=en""}",False,True,EZ Epoxy Flooring and Power,Transform your space with EZ Epoxy flooring solutions and power washing services. Serving Charlotte and surrounding areas. Call us today!
