name,website,place_id,city,state,status,phones,emails,services,raw_services,service_areas,trust_signals,socials,has_photo_gallery,has_contact_form,title,meta_description,logo_url
Star Spangled Epoxy,https://www.starspangledepoxy.com/,ChIJrYGPo7-rCSQRRoE4U7SzUIc,Birmingham,AL,ok,(256) 653-7550,,commercial; concrete_polish; concrete_repair; metallic_epoxy; residential,Garage Flooring; Outdoor Flooring; Patio Flooring,"Athens, AL; Birmingham, AL; Decatur, AL; Epoxy Flooring in Madison, AL; Feed Service Areas Huntsville, AL; Florence, AL; Harvest, AL; Huntsville, AL; In Harvest, AL; Madison, AL; Makes Epoxy Flooring in Madison, AL; Meridianville, AL; Park Court NW Huntsville, AL; Why Epoxy Flooring in Madison, AL","{""licensed"": false, ""insured"": false, ""warranty"": true, ""family_owned"": false, ""free_estimates"": true, ""financing"": false, ""years_in_business"": 10}","{""facebook"": ""https://www.facebook.com/p/Star-Spangled-Epoxy-100093185866923/""}",True,False,Quality Huntsville Epoxy Flooring: Star Spangled Epoxy,Get reliable epoxy flooring in Huntsville from Star Spangled Epoxy. Call us to book a service today!,https://www.starspangledepoxy.com/uplift-data/images/logo.png
In and Out Flooring,https://inandoutflooring.com/,ChIJWXjfiyzniIgRBzxigx83IA0,Birmingham,AL,ok,(205) 430-3675; (205) 900-7547,,,Concrete; Concrete Flooring; Epoxy; Epoxy Flooring; Flooring; Flooring Coupon; Where Flooring Expertise Meets Personal Commitment; Why Choose In and Out FlooringWe Deliver Excellence,"Alabaster, AL; Based in Metro Birmingham, AL; Birmingham, AL; Changes Our Work in Birmingham, AL; ESTIMATE Serving Birmingham, AL; Floor Refinishing in Birmingham, AL; Flooring Company in Birmingham, AL; Flooring Showroom in Birmingham, AL; Homewood, AL; Hoover, AL; In and Out Flooring Birmingham, AL; Mountain Brook, AL; Out Flooring in Birmingham, AL; Pelham, AL; Preferred Location Birmingham, AL; Restoration in Birmingham, AL; Specialists in Birmingham, AL; Trussville, AL; Vestavia Hills, AL","{""licensed"": true, ""insured"": true, ""warranty"": true, ""family_owned"": false, ""free_estimates"": true, ""financing"": true, ""years_in_business"": null}","{""facebook"": ""https://www.facebook.com/inandoutflooringalabama?mibextid=LQQJ4d"", ""instagram"": ""https://www.instagram.com/inandoutflooring.al?igshid=bzNhbDE1OG50cnl3""}",True,True,"Your Trusted Flooring Specialists in Birmingham, AL | In and Out Flooring","In and Out Flooring is your source for quality flooring and hardwood restoration! Conveniently located in Birmingham, AL, we're ready to help you!",https://www.inandoutflooring.com/wp-content/uploads/2021/11/In-And-Out-Flooring-Logo.webp
Birmingham Concreters,https://birminghamconcreters.com/,ChIJeyLBFjsbiYgRMO_Wah73DWM,Birmingham,AL,ok,(520) 941-6235; (205) 941-6235,,pool_deck,Are you in need of concrete services?; Concrete Demolition; Concrete demolition; Concrete driveways; Concrete patios; Concrete sidewalks; Concrete slabs; Flooring; Reach out to us for all yourconcrete needs; Stamped concrete,"Alabaster, AL; Bessemer, AL; Birmingham, AL; Chelsea, AL; Helena, AL; Homewood, AL; Hoover, AL; Mountain Brook, AL; Service Areas Birmingham, AL; Trussville, AL; Vestavia Hills, AL","{""licensed"": false, ""insured"": false, ""warranty"": true, ""family_owned"": false, ""free_estimates"": false, ""financing"": false, ""years_in_business"": null}",{},False,True,"Birmingham Concreters - Best Concrete Services - Birmingham, AL","If you need a residential or commercial concrete contractor for service near Birmingham, AL, call Birmingham Concreters at (205) 941-6235!",https://birminghamconcreters.com/wp-content/uploads/2022/07/favicon-16x16-1.png
GAE Concrete Co.,http://birminghamconcretesolution.com/,ChIJ-XsydroNiYgRZcc8QrmqbnY,Birmingham,AL,ok,(205) 855-7672,,concrete_repair; concrete_stain; pool_deck; residential,"Concrete Flatwork; Concrete Foundations; Concrete Installation; Concrete Patios; Concrete Repair; Concrete Repair in Birmingham, AL; Concrete Retaining Walls; Concrete Sidewalks; Concrete Staining; Decorative Concrete; How GAE Concrete Co. Handles Concrete Repair in Birmingham; Our Concrete Repair Process in Birmingham; Stamped Concrete; Why Concrete Repair is Crucial for Birmingham Properties","Back to Home Serving Birmingham, AL; Birmingham, AL; Co. Services inn Birmingham, AL; Concrete Flatwork in Birmingham, AL; Concrete Patios in Birmingham, AL; Concrete Repair in Birmingham, AL; Concrete Staining in Birmingham, AL; Contractor in Birmingham, AL; Foundations for Birmingham, AL; Foundations in Birmingham, AL; Homewood, AL; Hoover, AL; Installation in Birmingham, AL; Matter in Birmingham, AL; Mountain Brook, AL; Retaining Walls in Birmingham, AL; Service Areas Birmingham, AL; Services in Birmingham, AL; Sidewalks in Birmingham, AL; Stamped Concrete in Birmingham, AL; Trussville, AL; Vestavia Hills, AL","{""licensed"": true, ""insured"": true, ""warranty"": false, ""family_owned"": false, ""free_estimates"": true, ""financing"": false, ""years_in_business"": 3}","{""facebook"": ""https://www.facebook.com/gaeconcreteco/"", ""linkedin"": ""https://www.linkedin.com/company/gae-concrete-co/""}",False,False,"GAE Concrete Co. | Concrete Contractor in Birmingham, AL","GAE Concrete Co. provides professional concrete contractor services in Birmingham, AL. Call 205-855-7672 for a free estimate.",https://i.ibb.co/dc9CvR7/GAE-Concrete-Co.jpg
Birmingham Paving & Sealcoating,https://birminghampaving.com/,ChIJ67IWy6HXua4Ri4HdsXY7xzU,Birmingham,AL,ok,(205) 760-6045,,,Commercial Concrete Services; Mountain Brook's Elite Paving & Sealcoating Excellence; Residential Concrete Services; Sealcoating & Striping,"Alabama communities. Birmingham, AL; Alabaster, AL; All Rights Reserved Calera, AL; Birmingham, AL; Calera and Birmingham, AL; Calera, AL; Find Paving Services in Calera, AL; In Calera and Birmingham, AL; Learn More Alabaster, AL; Learn More Calera, AL; Learn More Chelsea, AL; Learn More Helena, AL; Learn More Homewood, AL; Learn More Hoover, AL; Learn More Montevallo, AL; Learn More Montgomery, AL; Learn More Mountain Brook, AL; Learn More Pelham, AL; Learn More Trussville, AL; Learn More Vestavia Hills, AL; Mountain Brook, AL; Sealcoating Calera, AL; Trussville, AL; Vestavia Hills, AL","{""licensed"": true, ""insured"": true, ""warranty"": true, ""family_owned"": false, ""free_estimates"": true, ""financing"": false, ""years_in_business"": null}","{""facebook"": ""https://www.facebook.com/profile.php?id=61562819366368""}",True,True,"Paving & Sealcoating Services | Birmingham Paving & Sealcoating | Calera, Montgomery & Birmingham, AL","Get expert paving & sealcoating services in Calera, AL. Contact us for a free estimate today!",https://irp.cdn-website.com/ee47eae3/dms3rep/multi/Screenshot+2026-02-23+at+11.43.02-AM.png
Ken's Concrete Designs,http://kensconcrete.com/,ChIJ_____48UYogRCIT2ICHvs18,Huntsville,AL,ok,(256) 533-1911,,concrete_polish; concrete_repair; concrete_stain; epoxy_flake; metallic_epoxy; polyaspartic; pool_deck; residential,,"Concrete Jennifer C. Huntsville, AL; Jennifer C. Huntsville, AL; Mary H. Huntsville, AL; Robert N. Huntsville, AL; Tom S. Huntsville, AL; Zacharia B. Huntsville, AL","{""licensed"": false, ""insured"": false, ""warranty"": false, ""family_owned"": false, ""free_estimates"": true, ""financing"": false, ""years_in_business"": 30}","{""instagram"": ""https://instagram.com/kensconcretedesign/"", ""facebook"": ""https://www.facebook.com/kensconcrete""}",True,True,Ken's Concrete Design,"Transform your space with Ken's Concrete Design - 29 years of expertise in stunning decorative concrete overlays. Trusted by hundreds of satisfied customers since 1995. Bringing beauty and durability to homes and businesses across the Huntsville, AL area. Get your free consultation today.",http://kensconcrete.com/_astro/kcd-logo-new.a3JSvufE_29fg7Q.webp
MARBLELIFE® of Huntsville,https://marblelife-huntsville.com/,ChIJkUH6w-hpYogRFBS0utMdkfM,Huntsville,AL,ok,(256) 367-0040,,concrete_polish; concrete_repair; concrete_stain; countertops; pool_deck,Concrete; Ultimate Floors; Ultimate Slate Floors,"Guntersville, AL; Madison, AL; Our Work Serving Huntsville, AL","{""licensed"": false, ""insured"": false, ""warranty"": false, ""family_owned"": false, ""free_estimates"": true, ""financing"": false, ""years_in_business"": null}","{""facebook"": ""https://www.facebook.com/MarblelifeOfHuntsville""}",True,True,MARBLELIFE® Huntsville | Marble | Granite | Travertine | Stone Restoration,Trusted by:,https://marblelife-huntsville.com/wp-content/uploads/sites/24/2025/11/Marblelife-Logo-400-Wide.png
Valley Contracting & Concrete,https://valleycontractingconcrete.com/,ChIJR7Ckh40VYogRWpC-bJB93L4,Huntsville,AL,ok,(256) 288-4241; (256) 206-1032; (256) 953-8739,,,Concrete Services; Copyright @ 2026 Valley Contracting & Concrete,"Athens, AL; Concrete offer in Huntsville, AL; Contractor Serving Huntsville, AL; Contractor in Huntsville, AL; Contractors in Huntsville, AL; Cullman, AL; Decatur, AL; Final Build in Huntsville, AL; Hartselle, AL; Harvest, AL; Hazel Green, AL; Home Builders in Huntsville, AL; Home Building in Huntsville, AL; Home Builds Areas Served Athens, AL; Home Builds in Huntsville, AL; Huntsville, AL; Limestone County, AL; Madison County, AL; Madison, AL; Marshall County, AL; Meridianville, AL; Morgan County, AL; New Hope, AL; Relationships Across Huntsville, AL","{""licensed"": false, ""insured"": false, ""warranty"": false, ""family_owned"": false, ""free_estimates"": true, ""financing"": false, ""years_in_business"": null}","{""instagram"": ""https://www.instagram.com/valleycontractingconcrete/"", ""facebook"": ""https://www.facebook.com/profile.php?id=61587919948431""}",False,False,"General Contractors in Huntsville, AL | Valley Contracting & Concrete","Valley Contracting & Concrete is a trusted Huntsville, AL general contractor for custom homes, garages, concrete, excavation, and outdoor builds.",https://images.leadconnectorhq.com/image/f_webp/q_80/r_1200/u_https://assets.cdn.filesafe.space/zPAf0s8aCK2nDBjkipgU/media/698b45cd0177077b4084de3d.png
Prime Concrete Co.,http://madisonconcretecontractor.com/,ChIJryJNSY5lYogRXPJii7T0f0s,Huntsville,AL,ok,(256) 464-1043,,concrete_repair; concrete_stain; pool_deck; residential,"Concrete Flatwork; Concrete Foundations; Concrete Installation; Concrete Patios; Concrete Repair; Concrete Repair in Madison, AL; Concrete Retaining Walls; Concrete Sidewalks; Concrete Staining; Decorative Concrete; Our Concrete Repair Process in Madison; Stamped Concrete; What's Included in a Concrete Repair Job in Madison?; Why Does Concrete Repair Matter for Your Madison Property?","Athens, AL; Back to Home Serving Madison, AL; Co Services inn Madison, AL; Co is proud to serve Madison, AL; Concrete Contractor in Madison, AL; Concrete Flatwork in Madison, AL; Concrete Foundations in Madison, AL; Concrete Patios in Madison, AL; Concrete Repair in Madison, AL; Concrete Sidewalks in Madison, AL; Concrete Staining in Madison, AL; Contractor Services in Madison, AL; Decatur, AL; Does Madison, AL; For Madison, AL; Harvest, AL; Huntsville, AL; Installation Matter in Madison, AL; Installation in Madison, AL; Madison, AL; Meridianville, AL; Prime Concrete Co Madison, AL; Retaining Walls in Madison, AL; Service Areas Madison, AL; Sidewalk Matters in Madison, AL; So Important in Madison, AL; Solid Concrete Work for Madison, AL; Stain Your Concrete in Madison, AL; Stamped Concrete in Madison, AL; Stamped concrete in Madison, AL","{""licensed"": true, ""insured"": true, ""warranty"": false, ""family_owned"": false, ""free_estimates"": true, ""financing"": false, ""years_in_business"": 3}","{""facebook"": ""https://www.facebook.com/PrimeConcreteCo/"", ""linkedin"": ""https://www.linkedin.com/company/prime-concrete-co/""}",False,False,"Prime Concrete Co | Concrete Contractor in Madison, AL","Prime Concrete Co provides professional concrete contractor services in Madison, AL. Call (256) 464-1043 for a free estimate.",https://i.ibb.co/cCrfN38/Prime-Concrete-Co.jpg
Azusa Epoxy Flooring,https://azusaepoxyflooring.com/,ChIJSWs2J68nw4ARNzVa4-jBYSo,Victorville,CA,ok,(626) 767-2038,,commercial; metallic_epoxy; polyaspartic; polyurea; pool_deck; residential,AZUSA EPOXY FLOORING; Application of our VOC free Polyaspartic topcoat; Epoxy Garage Flooring In Azusa CA,"Azusa, CA; Epoxy Flooring in Azusa, CA","{""licensed"": false, ""insured"": false, ""warranty"": true, ""family_owned"": false, ""free_estimates"": false, ""financing"": false, ""years_in_business"": 15}",{},True,False,Garage Epoxy Flooring and Concrete Coating Azusa CA,"Best Epoxy flooring and garage coating company. Azusa Epoxy Flooring specialize in residential garage floors, pool decks coating, patios coating, driveway coating commercial and industrial concrete coating applications.",https://azusaepoxyflooring.com/assets/images/epoxy-logo.webp
Nexgen Concrete Coatings,http://www.nexgenconcretecoatingsllc.com/,ChIJecVZ6v-HO4gRfyRzrWcq624,Toledo,OH,ok,(419) 779-3355,,concrete_polish; metallic_epoxy; polyaspartic; residential,,"Toledo, OH","{""licensed"": false, ""insured"": false, ""warranty"": false, ""family_owned"": false, ""free_estimates"": false, ""financing"": false, ""years_in_business"": 25}","{""facebook"": ""https://www.facebook.com/Nexgenconcretecoatingsllc"", ""instagram"": ""https://www.instagram.com/nexgenconcretecoatingsllc""}",False,False,Nexgen Concrete Coating,,
Hoover & Wells Inc.,https://www.hooverwells.com/,ChIJ3Vq5WAGEO4gRC1nov1ZpRhM,Toledo,OH,ok,(419) 691-9220,,commercial; concrete_polish; concrete_stain; metallic_epoxy,,"Seaman Rd. Toledo, OH; Seaman St. Toledo, OH","{""licensed"": false, ""insured"": false, ""warranty"": false, ""family_owned"": false, ""free_estimates"": false, ""financing"": false, ""years_in_business"": 20}","{""facebook"": ""https://www.facebook.com/hooverwells/"", ""instagram"": ""https://www.instagram.com/hooverwells/"", ""linkedin"": ""https://www.linkedin.com/company/hoover-&-wells-inc/""}",True,False,Epoxy Flooring & Concrete Polishing – Commercial,We use state-of-the-art equipment to create a spectacular polished concrete floor system. We are the industry leader in epoxy floor systems.,https://cdn1.site-media.eu/images/180/3032505/hw-logo.png
Toledo Concrete Professionals,https://toledoconcrete.net/,ChIJe4WWbg2HO4gR6PYUAskVIuE,Toledo,OH,ok,(419) 670-7178,,commercial; concrete_repair; concrete_stain; pool_deck; residential,Commercial Concrete Services; Concrete Driveways; Concrete Leveling; Concrete Patios; Concrete Pool Decks; Concrete Repair; Concrete Resurfacing; Concrete Retaining Walls; Concrete Stain Specialists; Contact our experienced concrete contractors; Hiring a Concrete Contractor,"Dale L. from Maumee, OH; Repair Contractor in Toledo, OH; Sarah M. from Sylvania, OH; Toledo, OH; Tom S. from Perrysburg, OH","{""licensed"": true, ""insured"": true, ""warranty"": true, ""family_owned"": true, ""free_estimates"": true, ""financing"": false, ""years_in_business"": 25}",{},False,True,"Toledo Concrete - Expert Concrete Repair Contractor in Toledo, OH","Toledo Concrete offers repair and all concrete services in Toledo, OH. Call our experts (419) 670-7178 for a FREE estimate.",
FoamWorks Concrete Leveling,http://www.foamworksconcreteleveling.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb-perrysburg&utm_content=website&y_source=1_OTg2OTkxNjMtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,ChIJlQ7-3SV3PIgR32odSolMkK4,Toledo,OH,ok,(419) 304-6512; (567) 432-3823; (479) 235-2449,,concrete_repair; concrete_stain; pool_deck,Commercial Concrete Leveling; Concrete Crack Repair; Concrete Driveway Repair; Concrete Leveling; Concrete Lifting Examples; Concrete Repair; Concrete Replacement; Concrete Sealant; Concrete Sealant FAQ; Concrete SealantConcrete Sealant FAQ; Concrete Sealing; Concrete Staining; Concrete Staining FAQ; Concrete StainingConcrete Staining FAQ; Cracked Concrete; Expert concrete repairs & satisfied customers; Green Concrete Initiative; Ready to Fix Your Concrete?; ServicesConcrete ReplacementGreen Concrete Initiative; Speak with a Concrete Expert; ZWe Offer Free Concrete Repair Estimates; Concrete Leveling; Concrete Repair; Concrete Replacement; Concrete Sealing; Green Concrete Initiative,"Concrete Leveling in OH, MI; Perrysburg, OH; Repair Company in Wood County, OH","{""licensed"": false, ""insured"": false, ""warranty"": true, ""family_owned"": true, ""free_estimates"": true, ""financing"": false, ""years_in_business"": 5}","{""facebook"": ""https://www.facebook.com/FoamworksConcreteLeveling?mibextid=LQQJ4d"", ""tiktok"": ""https://www.tiktok.com/@foamworkconcreteleveling?_t=8cXMxxsnVpW&_r=1""}",True,False,"Concrete Repair & Concrete Leveling in Ohio, Michigan and Indiana","FoamWorks Concrete Leveling is the trusted concrete repair and leveling company in Northwest Ohio, Southeast Michigan & Northeast Indiana. Schedule a free estimate today!",https://foamworksconcreteleveling.com/wp-content/uploads/2026/04/Trey-McNamee_FoamworksConcreteLeveling__Hor_FULL_COLOR_Tag.jpg
Paul Turner Concrete & Excavating,https://pturnerconcrete.com/,ChIJnWhd_bxpPIgR0_PUZ3vKWkY,Toledo,OH,ok,(419) 327-0883,,concrete_repair; concrete_stain,,"Bowling Green, OH; Concrete Company in Toledo, OH; Concrete Contractor in Toledo, OH; Concrete Contractors Toledo, OH; Concrete Contractors in Toledo, OH; Concrete Installation in Toledo, OH; Contractors in Toledo, OH; Drainage Solutions in Toledo, OH; Excavating in Toledo, OH; Excavation Company in Toledo, OH; Excavation Services Toledo, OH; Excavation Services in Toledo, OH; Freemont, OH; Holland, OH; Maumee, OH; Northwood, OH; Oregon, OH; Perrysburg, OH; Project Needs in Toledo, OH; Rossford, OH; Toledo, OH; Waterville, OH; Whitehouse, OH","{""licensed"": true, ""insured"": false, ""warranty"": true, ""family_owned"": false, ""free_estimates"": true, ""financing"": false, ""years_in_business"": 20}",{},False,False,"Concrete Contractors Toledo, OH | Paul Turner Concrete & Excavating","Paul Turner Concrete & Excavating is your local concrete contractors in Toledo, OH for durable concrete driveways, foundations, and repairs. Contact us today for quality solutions.",https://images.leadconnectorhq.com/image/f_webp/q_80/r_1200/u_https://assets.cdn.filesafe.space/MEplXwYrydjvM9Ouz1aJ/media/67a102d4aaffd377b44966b8.png
